,SMILES,pKa
2309,Cc1ccc(C(=S)Nc2ccc(Br)cc2)cc1,10.81
2310,Cc1ccc(C(=S)Nc2ccc(Cl)cc2)cc1,10.8
2311,Cc1ccc(C(=S)Nc2ccc(F)cc2)cc1,10.97
2312,Cc1ccc(C(=S)Nc2cccc(F)c2)cc1,10.63
2313,Cc1ccc(C(=S)Nc2ccccc2)cc1,11.5
2314,Cc1ccc(C(C)C)c(O)c1,10.65
2315,Cc1ccc(C(C)C)c(OCCN(C)C)c1,8.66
2316,Cc1ccc(C(C)C)cc1O,10.35
2317,Cc1ccc(C(N)=S)cc1,12.8
2318,Cc1ccc(C)c(C(=N)c2ccccc2)c1,6.79
2319,Cc1ccc(C)c(C(=O)C(=O)O)c1,1.45
2320,Cc1ccc(C)c(C(=O)O)c1,3.97
2321,Cc1ccc(C)c(N)c1,4.47
2322,Cc1ccc(C)c(O)c1,10.36
2323,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,4.8
2324,Cc1ccc(C)nc1,6.4
2325,Cc1ccc(C)nn1,3.99
2326,Cc1ccc(C2=NCCC2)cc1,6.41
2327,Cc1ccc(C2CCCN2)cc1,9.99
2328,Cc1ccc(C2CN2)cc1,6.76
2329,Cc1ccc(C2NCCS2)cc1,5.35
2330,Cc1ccc(CCC(=O)O)cc1,4.74
2331,Cc1ccc(CCCN(C)C)cc1,10.84
2332,Cc1ccc(CCN)cc1,9.78
2333,Cc1ccc(CN)cc1,9.51
2334,Cc1ccc(CN2CC(O[Si](C)(C)C)C2)cc1,8.24
2335,Cc1ccc(CON)cc1,4.4
2336,Cc1ccc(C[n+]2ccc(C(=O)Cc3ccccc3)cc2)cc1,8.91
2337,Cc1ccc(Cl)c(C(=O)O)c1,3.12
2338,Cc1ccc(Cl)cc1C(=O)O,3.63
2339,Cc1ccc(I)c(C(=O)O)c1,2.95
2340,Cc1ccc(I)cc1C(=O)O,3.62
2341,Cc1ccc(N(C)C)cc1,5.56
2342,Cc1ccc(N(C)CO)cc1,3.73
2343,Cc1ccc(N(CC2CO2)CC2CO2)cc1,-0.48
2344,Cc1ccc(N)c(C)c1,4.75
2345,Cc1ccc(N)cc1,2.91
2346,Cc1ccc(N)cc1Br,4.02
2347,Cc1ccc(N)cc1C,4.94
2348,Cc1ccc(N)cc1Cl,4.05
2349,Cc1ccc(N)cc1[N+](=O)[O-],3.0
2350,Cc1ccc(N)nc1,7.22
2351,Cc1ccc(N2CCCC2)cc1,4.69
2352,Cc1ccc(N2CCc3ccccc3C2)nc1,6.5
2353,Cc1ccc(N=C2NCCN2)c(Cl)c1,9.456667
2354,Cc1ccc(NC(=O)/C(C#N)=N/O)cc1,5.07
2355,Cc1ccc(NC(=O)C2CN(C)C(=O)C2=O)cc1,5.79
2356,Cc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,11.18
2357,Cc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.89
2358,Cc1ccc(NC(=S)c2ccccc2)cc1,10.81
2359,Cc1ccc(NC(C)(C)C)cc1,7.3
2360,Cc1ccc(NC=S)cc1,11.64
2361,Cc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,9.65
2362,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,8.78
2363,Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,9.23
2364,Cc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,6.78
2365,Cc1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1,7.8
2366,Cc1ccc(NS(=O)(=O)c2ccccc2)cc1,8.985
2367,Cc1ccc(N[N+](=O)[O-])cc1,4.88
2368,Cc1ccc(Nc2ccccc2)cc1,1.16
2369,Cc1ccc(O)c(=O)cc1,7.32
2370,Cc1ccc(O)c(C(C)C)c1,10.73
2371,Cc1ccc(O)c(C)c1,10.56
2372,Cc1ccc(O)c([N+](=O)[O-])c1,7.4
2373,Cc1ccc(O)c2[n+]1CCS2,4.7
2374,Cc1ccc(O)cc1,10.26
2375,Cc1ccc(O)cc1C,10.32
2376,Cc1ccc(O)cc1[N+](C)(C)C,8.28
2377,Cc1ccc(O)cc1[S+](C)C,8.01
2378,Cc1ccc(OC(=O)CCCCN(C)C)cc1,9.87
2379,Cc1ccc(OC(=O)CCCN(C)C)cc1,9.53
2380,Cc1ccc(OC(O)(CBr)c2ccccc2)cc1,11.23
2381,Cc1ccc(OCC(=O)O)cc1,3.15
2382,Cc1ccc(OCCN2CCN(C(=O)c3cccs3)CC2)cc1,6.4
2383,Cc1ccc(S(=O)(=O)N(C)CCC(=N)N)cc1,11.5
2384,Cc1ccc(S(=O)(=O)N2CCNCC2)cc1,7.41
2385,Cc1ccc(S(=O)(=O)NC(=O)OC(C)(C)C)cc1,5.05
2386,Cc1ccc(S(=O)(=O)NC(=O)OCc2ccc([N+](=O)[O-])cc2)cc1,3.8
2387,Cc1ccc(S(=O)(=O)NC(=O)OCc2ccccc2)cc1,4.21
2388,Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,9.02
2389,Cc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,9.2
2390,Cc1ccc(S(=O)(=O)Nc2cccc([N+](=O)[O-])c2)cc1,8.27
2391,Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,8.905
2392,Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,8.67
2393,Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,8.95
2394,Cc1ccc(S(=O)O)cc1,1.82
2395,Cc1ccc(S(N)(=O)=O)cc1,9.89
2396,Cc1ccc(S(N)(=O)=O)cc1C,9.62
2397,Cc1ccc(S)cc1,6.47
2398,Cc1ccc(SC2CC(=O)N2)cc1,13.45
2399,Cc1ccc(SCC(=O)O)cc1,3.57
2400,Cc1ccc(Sc2ccc([N+](=O)[O-])cc2C(=O)O)cc1,2.84
2401,Cc1ccc([C@@H](OCCN(C)C)c2ccccc2)cc1,8.5
2402,Cc1ccc([C@@]2(F)C[C@@H]2N)cc1,7.41
2403,Cc1ccc([C@@]2(F)C[C@H]2N)cc1,7.04
2404,Cc1ccc([C@H](C)C(=O)O)cc2c(C)ccc1-2,4.14
2405,Cc1ccc([C@H]2C[C@@H]2C(=O)O)cc1,4.6
2406,Cc1ccc([N+](=O)[O-])c(C(=O)O)c1,2.55
2407,Cc1ccc([N+](=O)[O-])cc1C(=O)O,3.17
2408,Cc1ccc([N+](C)(C)C)cc1O,8.2
2409,Cc1ccc([Se](=O)O)cc1,4.88
2410,Cc1ccc([Se]CC(=O)O)cc1,3.86
2411,Cc1ccc([Se]O)c([N+](=O)[O-])c1,10.71
2412,Cc1ccc2c(c1)CC(=O)CC2,12.94
2413,Cc1ccc2c(c1)CCN2,5.0
2414,Cc1ccc2c(c1)N1CCN2CC1,5.83
2415,Cc1ccc2c(c1)N1CC[NH+]2CC1,2.4
2416,Cc1ccc2c(c1)c1c3c(nccn32)CCC1,6.24
2417,Cc1ccc2c(c1)c1c3n2CCN=C3CCC1,8.57
2418,Cc1ccc2c(c1)ncn2C,5.65
2419,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,2.69
2420,Cc1ccc2ccc(C)nc2c1,5.01
2421,Cc1ccc2ccc(O)cc2c1,9.52
2422,Cc1ccc2cccc(C)c2n1,4.1
2423,Cc1ccc2ccccc2c1C(=O)O,3.11
2424,Cc1ccc2ccccc2n1,5.69
2425,Cc1ccc2cccnc2c1,5.25
2426,Cc1ccc2nc(C(F)(F)F)nc(O)c2c1,5.9
2427,Cc1ccc2nc(C)c3c(c2c1)OC(C)C3C,7.65
2428,Cc1ccc2nc(C)ccc2c1,5.85
2429,Cc1ccc2nc3c(c(N4CCOCC4)c2c1)CCC3,7.18
2430,Cc1ccc2nc3ccc(C)cc3cc2c1,4.5
2431,Cc1ccc2nc3sc(Cl)nc3c(O)c2c1,5.0
2432,Cc1ccc2ncccc2c1,5.1
2433,Cc1ccc2ncn(C)c2c1,5.7
2434,Cc1cccc(-n2nnnc2N)c1,1.08
2435,Cc1cccc(/C=C/C(=O)O)c1,4.44
2436,Cc1cccc(/N=C/N(C)C)c1,9.11
2437,Cc1cccc(=O)c(O)c1,7.26
2438,Cc1cccc(Br)c1C(=O)O,2.71
2439,Cc1cccc(C(=O)N(C)O)c1,8.52
2440,Cc1cccc(C(=O)O)c1,4.28
2441,Cc1cccc(C(=O)O)c1Br,2.9
2442,Cc1cccc(C(=O)O)c1C,3.73
2443,Cc1cccc(C(=O)O)c1Cl,3.0
2444,Cc1cccc(C(=O)O)c1I,2.92
2445,Cc1cccc(C(=O)O)c1[N+](=O)[O-],2.91
2446,Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,3.44
2447,Cc1cccc(C(C)C)c1O,10.85
2448,Cc1cccc(C(C)[N+](=O)[O-])c1,7.49
2449,Cc1cccc(C)c1C(=N)c1ccccc1,7.71
2450,Cc1cccc(C)c1C(=O)O,3.23
2451,Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)nc2c(C)c(C)n(C)c12,7.13
2452,Cc1cccc(C)c1CNc1cccn2c(C)ncc12,6.03
2453,Cc1cccc(C)c1CNc1ccnc2c1cc(C)n2C,7.42
2454,Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)[nH]c12,4.71
2455,Cc1cccc(C)c1CNc1nc(N2CCCC2=O)cc2c(C)c(C)[nH]c12,6.32
2456,Cc1cccc(C)c1CNc1nccc2c(C)c[nH]c12,8.71
2457,Cc1cccc(C)c1CNc1nccc2c1cc(C)n2C,9.14
2458,Cc1cccc(C)c1CNc1nccn2c(C)c(C)cc12,7.92
2459,Cc1cccc(C)c1COc1cccn2c(C)c(C)nc12,7.41
2460,Cc1cccc(C)c1N,3.84
2461,Cc1cccc(C)c1N(C)C,5.85
2462,Cc1cccc(C)c1NC(=S)c1ccccc1,10.79
2463,Cc1cccc(C)c1O,10.6
2464,Cc1cccc(C)c1OCC(=O)O,3.36
2465,Cc1cccc(C)c1OCC(C)N,9.153333
2466,Cc1cccc(C)c1OC[C@@H](C)N,9.2
2467,Cc1cccc(C)c1Oc1ccccn1,2.26
2468,Cc1cccc(C)n1,6.85
2469,Cc1cccc(C2NCCS2)c1,5.26
2470,Cc1cccc(C=O)n1,4.55
2471,Cc1cccc(CN)c1,9.37
2472,Cc1cccc(C[N+](=O)[O-])c1,6.97
2473,Cc1cccc(Cl)c1C(=O)O,2.59
2474,Cc1cccc(Cl)c1N(CC1CC1)C1=NCCN1,11.3
2475,Cc1cccc(Cl)c1N=C1NCCN1,9.333333
2476,Cc1cccc(Cl)c1O,8.7
2477,Cc1cccc(I)c1C(=O)O,2.7
2478,Cc1cccc(N(C)C)c1,5.32
2479,Cc1cccc(N)c1,4.7
2480,Cc1cccc(N)c1C,4.56
2481,Cc1cccc(N)n1,7.4
2482,Cc1cccc(NC=S)c1,11.55
2483,Cc1cccc(NS(=O)(=O)c2ccccc2)c1,8.48
2484,Cc1cccc(Nc2ccccc2)c1,0.92
2485,Cc1cccc(O)c1,10.055
2486,Cc1cccc(O)c1C,10.51
2487,Cc1cccc(O)c1C(=O)Oc1ccccc1,8.63
2488,Cc1cccc(OC(O)(CBr)c2ccccc2)c1,11.21
2489,Cc1cccc(OCC(=O)O)c1,3.18
2490,Cc1cccc(S(=O)(=O)N2CCC[C@@H]2CCN2CCC(C)CC2)c1,10.4
2491,Cc1cccc(S(N)(=O)=O)c1,9.51
2492,Cc1cccc(SCC(=O)O)c1,3.52
2493,Cc1cccc([N+](=O)[O-])c1C(=O)O,2.13
2494,Cc1cccc([Se](=O)O)c1,4.8
2495,Cc1cccc([Se]CC(=O)O)c1,3.78
2496,Cc1cccc2c1C(=O)NC2=O,10.49
2497,Cc1cccc2cc3ccccc3nc12,4.5
2498,Cc1cccc2ccc(O)cc12,9.42
2499,Cc1cccc2cccnc12,4.87
2500,Cc1cccc2ncccc12,5.0
2501,Cc1cccc2oc(=O)cc(O)c12,4.2
2502,Cc1cccc2sc(C(=N)N)cc12,9.1
2503,Cc1ccccc(=O)c1O,7.92
2504,Cc1ccccc1-c1nc2cn(-c3ccc(C#N)cc3)nc2c(=O)n1CC1CCCN(C(C)C)C1,10.0
2505,Cc1ccccc1-c1nc2cn(-c3ccc(F)cc3)nc2c(=O)n1CC1CCCN(C(C)C)C1,10.0
2506,Cc1ccccc1-c1nc2cn(-c3cccc(C#N)c3)nc2c(=O)n1CC1CCCN(C(C)C)C1,9.9
2507,Cc1ccccc1-n1nnnc1N,1.23
2508,Cc1ccccc1/C=C/C(=O)O,4.5
2509,Cc1ccccc1/C=C/c1ccc(N(C)C)cc1,4.59
2510,Cc1ccccc1/N=C/N(C)C,8.27
2511,Cc1ccccc1C(=N)c1ccccc1,7.21
2512,Cc1ccccc1C(=O)O,3.92
2513,Cc1ccccc1C(=O)c1ccc2n1CCC2C(=O)O,3.44
2514,Cc1ccccc1C(=S)Nc1ccccc1,10.87
2515,Cc1ccccc1C(OCCN(C)C)c1ccccc1,8.4
2516,Cc1ccccc1CN,9.23
2517,Cc1ccccc1CN(C)C,8.71
2518,Cc1ccccc1C[N+](=O)[O-],7.6
2519,Cc1ccccc1N,4.45
2520,Cc1ccccc1N(C)C,6.0
2521,Cc1ccccc1NC(=N)Nc1ccccc1C,9.67
2522,Cc1ccccc1NC(=S)c1ccccc1,10.21
2523,Cc1ccccc1NC(C)(C)C,6.49
2524,Cc1ccccc1NC1CCCC1,5.07
2525,Cc1ccccc1NC1CCCCC1,5.34
2526,Cc1ccccc1O,10.26
2527,Cc1ccccc1OC(C)C(=O)O,3.37
2528,Cc1ccccc1OCC(=O)O,3.17
2529,Cc1ccccc1S(=O)O,1.47
2530,Cc1ccccc1SCC(=O)O,3.46
2531,Cc1ccccc1[Se]CC(=O)O,3.79
2532,Cc1ccccn1,5.973333
2533,Cc1cccnc1,5.81
2534,Cc1cccnc1C,6.57
2535,Cc1cccnc1N,7.24
2536,Cc1cccnn1,3.46
2537,Cc1ccn(C)c2nc3ccccc3c1-2,8.35
2538,Cc1ccnc(/N=C/c2ccc([N+](=O)[O-])cc2)n1,3.66
2539,Cc1ccnc(C)c1,6.77
2540,Cc1ccnc(N)c1,7.48
2541,Cc1ccnc(N2CCc3ccccc3C2)c1,6.6
2542,Cc1ccnc(SC(F)(F)c2nc3ccccc3o2)n1,3.6
2543,Cc1ccnc2ccccc12,5.51
2544,Cc1ccncc1,6.075
2545,Cc1ccncc1C,6.53
2546,Cc1ccncn1,1.99
2547,Cc1ccnnc1,3.22
2548,Cc1ccnnc1C,4.1
2549,Cc1ccno1,2.3
2550,Cc1cn(C)nc1C,3.56
2551,Cc1cn2ccc3c(c2n1)CC(c1ccccc1)CC3,7.63
2552,Cc1cn2nc(-c3ccccc3)cc(C)c2n1,5.3
2553,Cc1cn2nc(-c3ccccc3)ccc2n1,5.09
2554,Cc1cnc(N(C)C)s1,6.08
2555,Cc1cnc(N)s1,5.71
2556,Cc1cnc(N2CCc3ccccc3C2)cc1N,8.7
2557,Cc1cnc2ccccc2c1,5.15
2558,Cc1cnc2cncnc2n1,3.49
2559,Cc1cncc(C)c1,6.15
2560,Cc1cnccc1N,9.15
2561,Cc1cnn(C)c1C,3.58
2562,Cc1cnnc(C)c1,4.11
2563,Cc1cnncc1C,4.13
2564,Cc1cnoc1C,0.0
2565,Cc1coc(C)c1C(=O)O,4.55
2566,Cc1csc(C(=O)O)c1,3.66
2567,Cc1csc2nccn12,5.36
2568,Cc1cscn1,3.14
2569,Cc1n[nH]c(C)c1C,4.82
2570,Cc1nc(N)c2ncsc2n1,4.56
2571,Cc1nc2c(/C=C/c3ccccc3)cccn2c1C,7.2
2572,Cc1nc2c(/C=C\c3ccccc3)cccn2c1C,7.2
2573,Cc1nc2c(CCc3ccccc3)cccn2c1C,7.5
2574,Cc1nc2c(OCc3ccccc3)cccn2c1C,7.0
2575,Cc1nc2c(OCc3ccccc3)nccn2c1C,4.8
2576,Cc1nc2c(OCc3ccccc3)nccn2c1N,4.6
2577,Cc1nc2c3c(c(C(=O)N4CC(F)(F)C4)cn2c1C)CCC1(CCc2ccccc21)O3,6.55
2578,Cc1nc2c3c(ccn2c1C)CCC(c1ccccc1)C3,8.05
2579,Cc1nc2c3c(ccn2c1C)CCC(c1ccccc1)O3,7.73
2580,Cc1nc2c3ccccc3cc[n+]2c(C)c1[O-],4.0
2581,Cc1nc2ccccc2n(C)c1=O,0.51
2582,Cc1nc2ccccc2n1C,6.55
2583,Cc1nc2cncnc2nc1C,2.93
2584,Cc1ncc2nc(C)c(C)nc2n1,3.76
2585,Cc1ncc2nccnc2n1,4.87
2586,Cc1nccn1C,7.64
2587,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,7.3
2588,Cc1ncnc2ccccc12,2.52
2589,Cc1ncnc2nccnc12,2.92
2590,Cc1nn(C)c(C)c1C,4.48
2591,Cc1nn(C)c(C)c1Cl,1.96
2592,Cc1nnc(C)c(C)c1C,5.36
2593,Cc1nnc2c(c1C)CCC2,5.36
2594,Cc1nnc2c(c1C)CCCC2,5.41
2595,Cc1noc(C)c1C,-1.0
2596,Cc1noc(CN(C)C)n1,5.6
2597,Cc1oc2ccccc2c(=O)c1C(=O)c1ccc(O)cc1,7.74
2598,Cc1oc2ccccc2c1C(=O)c1ccc(O)cc1,8.4
2599,Cc1oc2ccccc2c1C(=O)c1cccc(O)c1,8.4
2600,ClC1CC2CCN1CC2,6.98
2601,ClC1CN2CCC1CC2,8.79
2602,ClC1NC=CN1,3.55
2603,ClCC1CC2CCN1CC2,9.68
2604,ClCC1CN2CCC1CC2,10.15
2605,ClCCN1CCOCC1,6.27
2606,Clc1cc(Br)cc(Cl)c1N=C1NCCN1,7.72
2607,Clc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,7.7
2608,Clc1cc(Cl)c(N=C2NCCN2)cc1Cl,7.7
2609,Clc1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.7
2610,Clc1ccc(-c2ncc(-c3ccccc3)o2)cc1,0.41
2611,Clc1ccc(C2CN2)cc1,6.18
2612,Clc1ccc(C2NCCS2)cc1,5.01
2613,Clc1ccc(Cl)c(N=C2NCCN2)c1,8.333333
2614,Clc1ccc(N=C2NCCN2)c(Cl)c1,8.703333
2615,Clc1ccc(Nc2ccccc2)cc1,0.0
2616,Clc1cccc(-c2ccccn2)n1,3.7
2617,Clc1cccc(Br)c1N(CC1CC1)C1=NCCN1,10.8
2618,Clc1cccc(Br)c1N=C1NCCN1,7.93
2619,Clc1cccc(Cl)c1N(CC1CC1)C1=NCCN1,10.9
2620,Clc1cccc(Cl)c1NC1=NCCN1,8.082222
2621,Clc1cccc(N=C2NCCN2)c1Cl,8.55
2622,Clc1cccc(Nc2ccccc2)c1,2.34
2623,Clc1ccccc1N=C1NCCN1,9.15
2624,Clc1ccccn1,0.72
2625,Clc1cccnc1,2.77
2626,Clc1cncc(Cl)c1,0.55
2627,Cn1/c(=N/N)ccc2ccccc21,9.17
2628,Cn1/c(=N\N)sc2ccccc21,6.1
2629,Cn1c(=O)c2[nH]c([N+](=O)[O-])nc2n(C)c1=O,3.58
2630,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,6.0
2631,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1.4
2632,Cn1c(=O)ccc2ccccc21,-0.71
2633,Cn1c(=O)cnc2ccccc21,-1.15
2634,Cn1c(=O)n(C)c2c(N)cccc21,3.06
2635,Cn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O,7.3
2636,Cn1c(=S)[nH]c2cc3c(cc21)CCCC3,10.78
2637,Cn1c(C(=O)O)cc(=O)n(C)c1=O,0.8
2638,Cn1c(N)nc2ccn(C)c2c1=O,10.6
2639,Cn1c2c(s/c1=N\N)CCCC2,8.2
2640,Cn1c2ccccc2c(=N)c2ccccc21,11.01
2641,Cn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(=N)NC3CCS(=O)(=O)CC3)cc2c1=O,8.4
2642,Cn1cc(-c2noc(CN)n2)c2ccccc21,6.4
2643,Cn1cc(Cl)cn1,0.16
2644,Cn1cc(N)cn1,5.52
2645,Cn1cc2ccccc2n1,2.13
2646,Cn1ccc(=N)c2ccccc21,12.4
2647,Cn1ccc(=N)cc1,12.5
2648,Cn1ccc(=NC(=O)c2ccccc2)cc1,9.89
2649,Cn1ccc(=O)c2ccccc21,2.36
2650,Cn1ccc(=S)c2ccccc21,0.56
2651,Cn1ccc(=S)cc1,1.36
2652,Cn1ccc(N)n1,3.81
2653,Cn1ccc2ccc3cccnc3c21,4.36
2654,Cn1cccc1-c1cccnc1,4.643333
2655,Cn1cccc1C(=O)O,4.51
2656,Cn1cccn1,2.48
2657,Cn1cccnc1=N,10.75
2658,Cn1ccnc1,7.0975
2659,Cn1ccnc1Br,3.82
2660,Cn1ccnc1F,2.3
2661,Cn1ccnc1N,8.54
2662,Cn1ccnc1N=[N+]=[N-],2.275
2663,Cn1ccnc1[N+](=O)[O-],0.0
2664,Cn1cnc(=O)c(-c2ccccc2)c1,1.99
2665,Cn1cnc2cc([N+](=O)[O-])c([N+](=O)[O-])cc21,1.6
2666,Cn1cnc2cc([N+](=O)[O-])ccc21,3.28
2667,Cn1cnc2ccc([N+](=O)[O-])cc21,3.35
2668,Cn1cnc2ccccc21,5.625
2669,Cn1cnc2ncn(C)c2c1=O,2.16
2670,Cn1cncc(-c2ccccc2)c1=O,1.5
2671,Cn1cncn1,2.31
2672,Cn1n[n+](C)nc1N,2.5
2673,Cn1nc(/N=N/O)nc1Cl,5.17
2674,Cn1nc(Cl)nc1NN=O,4.03
2675,Cn1nc(S(N)(=O)=O)s/c1=N\C(=O)C(F)(F)F,6.6
2676,Cn1nc([N+](=O)[O-])nc1NN=O,3.22
2677,Cn1ncc2ccccc21,0.51
2678,Cn1nnc(CC(=O)O)n1,3.44
2679,Cn1nnc(N[N+](=O)[O-])n1,1.7
2680,Cn1nncc1Nc1ccccc1,1.73
2681,Cn1nnnc1N,1.82
2682,FC(F)(F)c1ccc2cccnc2c1,3.16
2683,FC(F)(F)c1cccc(NC=S)c1,10.78
2684,FC(F)(F)c1cccc2ncccc12,3.09
2685,FC(F)(F)c1ccccc1N=C1NCCN1,8.8
2686,FC(F)(F)c1nnn[nH]1,1.7
2687,FC(F)C1Cc2ccc(Br)cc2CN1,6.12
2688,FC(F)C1Cc2ccccc2CN1,6.42
2689,FC1(F)CCCNC1,7.4
2690,FC1(F)CCNCC1,8.5
2691,FC1CCCNC1,9.3
2692,FC1CCNCC1,9.4
2693,Fc1cc(F)c(F)c(S)c1F,2.75
2694,Fc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,10.41
2695,Fc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.32
2696,Fc1ccc(NC(=S)c2ccccc2)cc1,10.77
2697,Fc1ccc(NC=S)cc1,11.25
2698,Fc1ccc(S)cc1,6.35
2699,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,9.843333
2700,Fc1ccc2c(c1)N(CCCN1CCCC1)c1cc(F)ccc1CC2,7.75
2701,Fc1ccc2c(c1)N(CCCN1CCOCC1)c1cc(F)ccc1CC2,7.6
2702,Fc1ccc2cccnc2c1,4.04
2703,Fc1ccc2ncccc2c1,4.0
2704,Fc1cccc(Br)c1N(CC1CC1)C1=NCCN1,10.7
2705,Fc1cccc(C(F)(F)F)c1N(CC1CC1)C1=NCCN1,10.7
2706,Fc1cccc(Cl)c1N(CC1CC1)C1=NCCN1,10.8
2707,Fc1cccc(Cl)c1N=C1NCCN1,8.01
2708,Fc1cccc(F)c1N(CC1CC1)C1=NCCN1,10.3
2709,Fc1cccc(F)c1N=C1NCCN1,8.253333
2710,Fc1cccc(NC(=S)c2ccc(Cl)cc2)c1,10.16
2711,Fc1cccc(NC(=S)c2cccc(Br)c2)c1,10.01
2712,Fc1cccc(NC(=S)c2ccccc2)c1,10.29
2713,Fc1cccc(NC=S)c1,10.89
2714,Fc1cccc2cccnc12,3.1
2715,Fc1cccc2ncccc12,3.68
2716,Fc1ccccn1,-0.146667
2717,Fc1cccn2ccnc12,4.9
2718,Fc1cccnc1,2.97
2719,Fc1cnc2ccccc2c1,2.36
2720,Ic1cccc(C2NCCS2)c1,4.93
2721,Ic1ccccn1,1.82
2722,Ic1cccnc1,3.25
2723,Ic1nnn[nH]1,2.85
2724,N#C/C(=C\C(=O)O)c1ccccc1,3.07
2725,N#C/C(=N\O)C(=O)Nc1ccc(-c2ccccc2)cc1,5.03
2726,N#C/C(=N\O)C(=O)Nc1ccc(C(F)(F)F)cc1,4.87
2727,N#C/C(=N\O)C(=O)Nc1ccc(F)cc1,5.01
2728,N#C/C(=N\O)C(=O)Nc1cccc(C(F)(F)F)c1,4.88
2729,N#C/C(=N\O)C(=O)Nc1cccc(F)c1,4.92
2730,N#C/C(=N\O)C(=O)Nc1ccccc1,5.12
2731,N#C/C(=N\O)C(=O)Nc1ccccc1F,4.87
2732,N#C/C(=N\O)C(N)=O,5.12
2733,N#CC(Br)C#N,5.0
2734,N#CC(C#N)=C(Br)C(C#N)C#N,2.6
2735,N#CC(C#N)=C(C#N)C(C#N)C#N,1.9
2736,N#CC(C#N)=C(C#N)Nc1ccc(Br)cc1,4.45
2737,N#CC(C#N)=C(C#N)Nc1cccc([N+](=O)[O-])c1,3.45
2738,N#CC(C#N)=C(N)C(C#N)C#N,2.58
2739,N#CC(C#N)=C(c1ccccc1)C(C#N)C#N,2.3
2740,N#CC(C#N)=NNc1c(Cl)cccc1Cl,2.015
2741,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,2.61
2742,N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1Cl,1.765
2743,N#CC(C#N)=NNc1cccc(Cl)c1Cl,2.22
2744,N#CC(C#N)=NNc1ccccc1C(F)(F)F,2.15
2745,N#CC(C#N)=NNc1ccccc1Cl,2.535
2746,N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],2.52
2747,N#CC(C#N)Cc1ccc(Cl)cc1,11.49
2748,N#CC(C#N)Cc1ccc([N+](=O)[O-])cc1,10.87
2749,N#CC(C#N)c1ccc([N+](=O)[O-])cc1,2.35
2750,N#CC(CC(=O)O)Cc1ccccc1,3.91
2751,N#CC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,8.07
2752,N#CC(CCN1CCOCC1)(c1ccccc1)c1ccccc1,6.09
2753,N#CC(O)=C(C#N)C#N,1.9
2754,N#CC(c1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1,10.7
2755,N#CC(c1ccccc1)c1ccc([N+](=O)[O-])cc1,10.9
2756,N#CC1=CN2CCC1CC2,5.84
2757,N#CC1CC2CCN1CC2,5.85
2758,N#CC1CN2CCC1CC2,7.85
2759,N#CCC#N,11.19
2760,N#CCC(C(=O)O)c1ccccc1,3.44
2761,N#CCC(N)c1ccccc1,6.7
2762,N#CCCC(=O)O,3.98
2763,N#CCCC(C(=O)O)c1ccccc1,3.92
2764,N#CCCC([N+](=O)[O-])[N+](=O)[O-],3.45
2765,N#CCCN,7.75
2766,N#CCCNCCC#N,5.23
2767,N#CCCNc1ccccc1,4.5
2768,N#CCN,5.37
2769,N#CCN1CCCCC1,4.55
2770,N#CCN1CCOCC1,2.0
2771,N#CC[N+](=O)[O-],4.86
2772,N#CCc1ccc(C#N)cc1[N+](=O)[O-],11.43
2773,N#CNC(=N)N,-0.4
2774,N#CO,3.67
2775,N#CS,0.85
2776,N#CSc1ccc(O)cc1,8.57
